######################################################################
#  WEATHER DATA ANALYSIS REPORT
#  Generated: 2026-05-17 14:17:55
#  Database Backend: SQLite
#  Pipeline: Automated ETL Pipeline using Python & MySQL
######################################################################

======================================================================
  Average Temperature, Humidity & Air Quality by City (JOIN & GROUP BY)
======================================================================
  City      Country  Avg Temp (°C)  Avg Humidity (%)  Avg AQI  
  -------------------------------------------------------------
  Dubai     AE       38.41          28.53             45.1     
  Mumbai    IN       33.36          68.5              94.96    
  Delhi     IN       30.38          38.63             165.18   
  Sydney    AU       23.37          63.54             45.0     
  Tokyo     JP       21.38          61.56             44.68    
  New York  US       19.37          58.53             44.79    
  Paris     FR       18.44          66.59             45.58    
  London    GB       17.36          73.43             45.41    
  Berlin    DE       16.4           63.48             44.85    
  Toronto   CA       13.4           58.48             44.99    

  Records: 10

======================================================================
  Rank Cities by Wind Speed in Each Country (Window Function RANK & JOIN)
======================================================================
  City      Country  Wind Speed (m/s)  Rank in Country  
  Dubai     AE       10.28             85               
  Dubai     AE       10.28             85               
  Dubai     AE       10.27             90               
  Dubai     AE       10.27             90               
  Dubai     AE       10.27             90               
  Dubai     AE       10.26             93               
  Dubai     AE       10.26             93               
  Dubai     AE       10.26             93               
  Dubai     AE       10.26             93               
  Dubai     AE       10.26             93               
  Dubai     AE       10.26             93               
  Dubai     AE       10.25             99               
  Dubai     AE       10.24             100              
  Dubai     AE       10.23             101              
  Dubai     AE       10.23             101              
  Dubai     AE       10.23             101              
  Dubai     AE       10.23             101              
  Dubai     AE       10.23             101              
  Dubai     AE       10.23             101              
  Dubai     AE       10.22             107              
  Dubai     AE       10.22             107              
  Dubai     AE       10.22             107              
  Dubai     AE       10.21             110              
  Dubai     AE       10.21             110              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.2              112              
  Dubai     AE       10.19             121              
  Dubai     AE       10.19             121              
  Dubai     AE       10.18             123              
  Dubai     AE       10.18             123              
  Dubai     AE       10.18             123              
  Dubai     AE       10.18             123              
  Dubai     AE       10.18             123              
  Dubai     AE       10.18             123              
  Dubai     AE       10.17             129              
  Dubai     AE       10.17             129              
  Dubai     AE       10.17             129              
  Dubai     AE       10.17             129              
  Dubai     AE       10.16             133              
  Dubai     AE       10.16             133              
  Dubai     AE       10.16             133              
  Dubai     AE       10.16             133              
  Dubai     AE       10.16             133              
  Dubai     AE       10.16             133              
  Dubai     AE       10.15             139              
  Dubai     AE       10.15             139              
  Dubai     AE       10.15             139              
  Dubai     AE       10.14             142              
  Dubai     AE       10.14             142              
  Dubai     AE       10.14             142              
  Dubai     AE       10.14             142              
  Dubai     AE       10.14             142              
  Dubai     AE       10.14             142              
  Dubai     AE       10.13             148              
  Dubai     AE       10.13             148              
  Dubai     AE       10.13             148              
  Dubai     AE       10.13             148              
  Dubai     AE       10.13             148              
  Dubai     AE       10.12             153              
  Dubai     AE       10.12             153              
  Dubai     AE       10.12             153              
  Dubai     AE       10.12             153              
  Dubai     AE       10.12             153              
  Dubai     AE       10.11             158              
  Dubai     AE       10.11             158              
  Dubai     AE       10.1              160              
  Dubai     AE       10.1              160              
  Dubai     AE       10.1              160              
  Dubai     AE       10.1              160              
  Dubai     AE       10.09             164              
  Dubai     AE       10.09             164              
  Dubai     AE       10.09             164              
  Dubai     AE       10.09             164              
  Dubai     AE       10.09             164              
  Dubai     AE       10.08             169              
  Dubai     AE       10.08             169              
  Dubai     AE       10.08             169              
  Dubai     AE       10.07             172              
  Dubai     AE       10.07             172              
  Dubai     AE       10.07             172              
  Dubai     AE       10.07             172              
  Dubai     AE       10.07             172              
  Dubai     AE       10.07             172              
  Dubai     AE       10.05             178              
  Dubai     AE       10.05             178              
  Dubai     AE       10.05             178              
  Dubai     AE       10.05             178              
  Dubai     AE       10.05             178              
  Dubai     AE       10.04             183              
  Dubai     AE       10.04             183              
  Dubai     AE       10.04             183              
  Dubai     AE       10.04             183              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.03             187              
  Dubai     AE       10.02             195              
  Dubai     AE       10.02             195              
  Dubai     AE       10.02             195              
  Dubai     AE       10.02             195              
  Dubai     AE       10.02             195              
  Dubai     AE       10.02             195              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.01             201              
  Dubai     AE       10.0              209              
  Dubai     AE       10.0              209              
  Dubai     AE       10.0              209              
  Dubai     AE       10.0              209              
  Dubai     AE       10.0              209              
  Dubai     AE       9.99              214              
  Dubai     AE       9.99              214              
  Dubai     AE       9.99              214              
  Dubai     AE       9.99              214              
  Dubai     AE       9.98              218              
  Dubai     AE       9.98              218              
  Dubai     AE       9.97              220              
  Dubai     AE       9.97              220              
  Dubai     AE       9.97              220              
  Dubai     AE       9.97              220              
  Dubai     AE       9.96              224              
  Dubai     AE       9.96              224              
  Dubai     AE       9.96              224              
  Dubai     AE       9.95              227              
  Dubai     AE       9.95              227              
  Dubai     AE       9.95              227              
  Dubai     AE       9.95              227              
  Dubai     AE       9.95              227              
  Dubai     AE       9.94              232              
  Dubai     AE       9.94              232              
  Dubai     AE       9.94              232              
  Dubai     AE       9.94              232              
  Dubai     AE       9.94              232              
  Dubai     AE       9.94              232              
  Dubai     AE       9.94              232              
  Dubai     AE       9.93              239              
  Dubai     AE       9.93              239              
  Dubai     AE       9.93              239              
  Dubai     AE       9.93              239              
  Dubai     AE       9.92              243              
  Dubai     AE       9.92              243              
  Dubai     AE       9.92              243              
  Dubai     AE       9.91              246              
  Dubai     AE       9.91              246              
  Dubai     AE       9.91              246              
  Dubai     AE       9.9               249              
  Dubai     AE       9.9               249              
  Dubai     AE       9.9               249              
  Dubai     AE       9.9               249              
  Dubai     AE       9.9               249              
  Dubai     AE       9.9               249              
  Dubai     AE       9.89              255              
  Dubai     AE       9.89              255              
  Dubai     AE       9.88              257              
  Dubai     AE       9.88              257              
  Dubai     AE       9.87              259              
  Dubai     AE       9.87              259              
  Dubai     AE       9.87              259              
  Dubai     AE       9.87              259              
  Dubai     AE       9.86              263              
  Dubai     AE       9.86              263              
  Dubai     AE       9.86              263              
  Dubai     AE       9.86              263              
  Dubai     AE       9.86              263              
  Dubai     AE       9.86              263              
  Dubai     AE       9.86              263              
  Dubai     AE       9.85              270              
  Dubai     AE       9.85              270              
  Dubai     AE       9.85              270              
  Dubai     AE       9.85              270              
  Dubai     AE       9.85              270              
  Dubai     AE       9.84              275              
  Dubai     AE       9.84              275              
  Dubai     AE       9.84              275              
  Dubai     AE       9.84              275              
  Dubai     AE       9.84              275              
  Dubai     AE       9.83              280              
  Dubai     AE       9.83              280              
  Dubai     AE       9.82              282              
  Dubai     AE       9.81              283              
  Dubai     AE       9.81              283              
  Dubai     AE       9.81              283              
  Dubai     AE       9.81              283              
  Dubai     AE       9.81              283              
  Dubai     AE       9.8               288              
  Dubai     AE       9.8               288              
  Dubai     AE       9.79              290              
  Dubai     AE       9.79              290              
  Dubai     AE       9.79              290              
  Dubai     AE       9.79              290              
  Dubai     AE       9.79              290              
  Dubai     AE       9.79              290              
  Dubai     AE       9.79              290              
  Dubai     AE       9.78              297              
  Dubai     AE       9.78              297              
  Dubai     AE       9.78              297              
  Dubai     AE       9.78              297              
  Dubai     AE       9.78              297              
  Dubai     AE       9.77              302              
  Dubai     AE       9.77              302              
  Dubai     AE       9.77              302              
  Dubai     AE       9.77              302              
  Dubai     AE       9.77              302              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.76              307              
  Dubai     AE       9.75              315              
  Dubai     AE       9.75              315              
  Dubai     AE       9.75              315              
  Dubai     AE       9.75              315              
  Dubai     AE       9.75              315              
  Dubai     AE       9.74              320              
  Dubai     AE       9.74              320              
  Dubai     AE       9.73              322              
  Dubai     AE       9.73              322              
  Dubai     AE       9.73              322              
  Dubai     AE       9.73              322              
  Dubai     AE       9.73              322              
  Dubai     AE       9.73              322              
  Dubai     AE       9.73              322              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.72              329              
  Dubai     AE       9.71              338              
  Dubai     AE       9.71              338              
  Dubai     AE       9.71              338              
  Dubai     AE       9.71              338              
  Dubai     AE       9.71              338              
  Dubai     AE       9.71              338              
  Dubai     AE       9.71              338              
  Dubai     AE       9.7               345              
  Dubai     AE       9.7               345              
  Dubai     AE       9.69              347              
  Dubai     AE       9.69              347              
  Dubai     AE       9.69              347              
  Dubai     AE       9.69              347              
  Dubai     AE       9.69              347              
  Dubai     AE       9.69              347              
  Dubai     AE       9.69              347              
  Dubai     AE       9.68              354              
  Dubai     AE       9.67              355              
  Dubai     AE       9.67              355              
  Dubai     AE       9.67              355              
  Dubai     AE       9.67              355              
  Dubai     AE       9.66              359              
  Dubai     AE       9.66              359              
  Dubai     AE       9.66              359              
  Dubai     AE       9.65              362              
  Dubai     AE       9.65              362              
  Dubai     AE       9.65              362              
  Dubai     AE       9.65              362              
  Dubai     AE       9.64              366              
  Dubai     AE       9.64              366              
  Dubai     AE       9.64              366              
  Dubai     AE       9.64              366              
  Dubai     AE       9.63              370              
  Dubai     AE       9.63              370              
  Dubai     AE       9.63              370              
  Dubai     AE       9.63              370              
  Dubai     AE       9.63              370              
  Dubai     AE       9.62              375              
  Dubai     AE       9.62              375              
  Dubai     AE       9.61              377              
  Dubai     AE       9.61              377              
  Dubai     AE       9.61              377              
  Dubai     AE       9.61              377              
  Dubai     AE       9.6               381              
  Dubai     AE       9.6               381              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.59              383              
  Dubai     AE       9.58              391              
  Dubai     AE       9.58              391              
  Dubai     AE       9.58              391              
  Dubai     AE       9.58              391              
  Dubai     AE       9.56              395              
  Dubai     AE       9.56              395              
  Dubai     AE       9.56              395              
  Dubai     AE       9.56              395              
  Dubai     AE       9.56              395              
  Dubai     AE       9.55              400              
  Dubai     AE       9.55              400              
  Dubai     AE       9.55              400              
  Dubai     AE       9.55              400              
  Dubai     AE       9.54              404              
  Dubai     AE       9.54              404              
  Dubai     AE       9.53              406              
  Dubai     AE       9.53              406              
  Dubai     AE       9.53              406              
  Dubai     AE       9.51              409              
  Dubai     AE       9.51              409              
  Dubai     AE       9.51              409              
  Dubai     AE       9.51              409              
  Dubai     AE       9.5               413              
  Dubai     AE       9.5               413              
  Dubai     AE       9.5               413              
  Dubai     AE       9.5               413              
  Dubai     AE       9.5               413              
  Dubai     AE       9.49              418              
  Dubai     AE       9.49              418              
  Dubai     AE       9.49              418              
  Dubai     AE       9.49              418              
  Dubai     AE       9.49              418              
  Dubai     AE       9.49              418              
  Dubai     AE       9.48              424              
  Dubai     AE       9.48              424              
  Dubai     AE       9.48              424              
  Dubai     AE       9.48              424              
  Dubai     AE       9.48              424              
  Dubai     AE       9.48              424              
  Dubai     AE       9.47              430              
  Dubai     AE       9.47              430              
  Dubai     AE       9.47              430              
  Dubai     AE       9.47              430              
  Dubai     AE       9.46              434              
  Dubai     AE       9.46              434              
  Dubai     AE       9.46              434              
  Dubai     AE       9.46              434              
  Dubai     AE       9.45              438              
  Dubai     AE       9.44              439              
  Dubai     AE       9.44              439              
  Dubai     AE       9.44              439              
  Dubai     AE       9.44              439              
  Dubai     AE       9.43              443              
  Dubai     AE       9.43              443              
  Dubai     AE       9.43              443              
  Dubai     AE       9.43              443              
  Dubai     AE       9.43              443              
  Dubai     AE       9.42              448              
  Dubai     AE       9.42              448              
  Dubai     AE       9.42              448              
  Dubai     AE       9.41              451              
  Dubai     AE       9.41              451              
  Dubai     AE       9.41              451              
  Dubai     AE       9.41              451              
  Dubai     AE       9.4               455              
  Dubai     AE       9.4               455              
  Dubai     AE       9.4               455              
  Dubai     AE       9.4               455              
  Dubai     AE       9.4               455              
  Dubai     AE       9.4               455              
  Dubai     AE       9.39              461              
  Dubai     AE       9.39              461              
  Dubai     AE       9.39              461              
  Dubai     AE       9.39              461              
  Dubai     AE       9.39              461              
  Dubai     AE       9.39              461              
  Dubai     AE       9.38              467              
  Dubai     AE       9.38              467              
  Dubai     AE       9.37              469              
  Dubai     AE       9.36              470              
  Dubai     AE       9.36              470              
  Dubai     AE       9.36              470              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.35              473              
  Dubai     AE       9.34              482              
  Dubai     AE       9.34              482              
  Dubai     AE       9.33              484              
  Dubai     AE       9.33              484              
  Dubai     AE       9.33              484              
  Dubai     AE       9.32              487              
  Dubai     AE       9.32              487              
  Dubai     AE       9.32              487              
  Dubai     AE       9.32              487              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.31              491              
  Dubai     AE       9.3               499              
  Dubai     AE       9.3               499              
  Dubai     AE       9.3               499              
  Dubai     AE       9.29              502              
  Dubai     AE       9.29              502              
  Dubai     AE       9.29              502              
  Dubai     AE       9.29              502              
  Dubai     AE       9.29              502              
  Dubai     AE       9.29              502              
  Dubai     AE       9.29              502              
  Dubai     AE       9.28              509              
  Dubai     AE       9.28              509              
  Dubai     AE       9.28              509              
  Dubai     AE       9.27              512              
  Dubai     AE       9.27              512              
  Dubai     AE       9.27              512              
  Dubai     AE       9.27              512              
  Dubai     AE       9.26              516              
  Dubai     AE       9.26              516              
  Dubai     AE       9.26              516              
  Dubai     AE       9.26              516              
  Dubai     AE       9.25              520              
  Dubai     AE       9.25              520              
  Dubai     AE       9.25              520              
  Dubai     AE       9.24              523              
  Dubai     AE       9.24              523              
  Dubai     AE       9.24              523              
  Dubai     AE       9.24              523              
  Dubai     AE       9.24              523              
  Dubai     AE       9.23              528              
  Dubai     AE       9.22              529              
  Dubai     AE       9.22              529              
  Dubai     AE       9.22              529              
  Dubai     AE       9.22              529              
  Dubai     AE       9.22              529              
  Dubai     AE       9.21              534              
  Dubai     AE       9.21              534              
  Dubai     AE       9.21              534              
  Dubai     AE       9.2               537              
  Dubai     AE       9.2               537              
  Dubai     AE       9.2               537              
  Dubai     AE       9.2               537              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.19              541              
  Dubai     AE       9.18              549              
  Dubai     AE       9.18              549              
  Dubai     AE       9.18              549              
  Dubai     AE       9.18              549              
  Dubai     AE       9.18              549              
  Dubai     AE       9.17              554              
  Dubai     AE       9.17              554              
  Dubai     AE       9.17              554              
  Dubai     AE       9.17              554              
  Dubai     AE       9.16              558              
  Dubai     AE       9.16              558              
  Dubai     AE       9.16              558              
  Dubai     AE       9.15              561              
  Dubai     AE       9.15              561              
  Dubai     AE       9.15              561              
  Dubai     AE       9.15              561              
  Dubai     AE       9.15              561              
  Dubai     AE       9.14              566              
  Dubai     AE       9.14              566              
  Dubai     AE       9.14              566              
  Dubai     AE       9.14              566              
  Dubai     AE       9.13              570              
  Dubai     AE       9.13              570              
  Dubai     AE       9.13              570              
  Dubai     AE       9.13              570              
  Dubai     AE       9.13              570              
  Dubai     AE       9.12              575              
  Dubai     AE       9.12              575              
  Dubai     AE       9.11              577              
  Dubai     AE       9.11              577              
  Dubai     AE       9.11              577              
  Dubai     AE       9.11              577              
  Dubai     AE       9.11              577              
  Dubai     AE       9.1               582              
  Dubai     AE       9.1               582              
  Dubai     AE       9.1               582              
  Dubai     AE       9.1               582              
  Dubai     AE       9.1               582              
  Dubai     AE       9.1               582              
  Dubai     AE       9.1               582              
  Dubai     AE       9.09              589              
  Dubai     AE       9.09              589              
  Dubai     AE       9.09              589              
  Dubai     AE       9.09              589              
  Dubai     AE       9.08              593              
  Dubai     AE       9.07              594              
  Dubai     AE       9.07              594              
  Dubai     AE       9.07              594              
  Dubai     AE       9.07              594              
  Dubai     AE       9.07              594              
  Dubai     AE       9.06              599              
  Dubai     AE       9.06              599              
  Dubai     AE       9.06              599              
  Dubai     AE       9.06              599              
  Dubai     AE       9.05              603              
  Dubai     AE       9.04              604              
  Dubai     AE       9.03              605              
  Dubai     AE       9.02              606              
  Dubai     AE       9.02              606              
  Dubai     AE       9.02              606              
  Dubai     AE       9.01              609              
  Dubai     AE       9.01              609              
  Dubai     AE       9.01              609              
  Dubai     AE       9.01              609              
  Dubai     AE       9.01              609              
  Dubai     AE       9.01              609              
  Dubai     AE       9.01              609              
  Dubai     AE       9.0               616              
  Dubai     AE       9.0               616              
  Dubai     AE       9.0               616              
  Dubai     AE       9.0               616              
  Dubai     AE       9.0               616              
  Dubai     AE       9.0               616              
  Dubai     AE       9.0               616              
  Dubai     AE       8.99              623              
  Dubai     AE       8.99              623              
  Dubai     AE       8.99              623              
  Dubai     AE       8.99              623              
  Dubai     AE       8.99              623              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.98              628              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.97              636              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.96              646              
  Dubai     AE       8.95              655              
  Dubai     AE       8.95              655              
  Dubai     AE       8.95              655              
  Dubai     AE       8.95              655              
  Dubai     AE       8.95              655              
  Dubai     AE       8.95              655              
  Dubai     AE       8.95              655              
  Dubai     AE       8.94              662              
  Dubai     AE       8.94              662              
  Dubai     AE       8.94              662              
  Dubai     AE       8.94              662              
  Dubai     AE       8.94              662              
  Dubai     AE       8.93              667              
  Dubai     AE       8.93              667              
  Dubai     AE       8.93              667              
  Dubai     AE       8.92              670              
  Dubai     AE       8.92              670              
  Dubai     AE       8.92              670              
  Dubai     AE       8.92              670              
  Dubai     AE       8.92              670              
  Dubai     AE       8.92              670              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.91              676              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.9               684              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.89              695              
  Dubai     AE       8.88              703              
  Dubai     AE       8.88              703              
  Dubai     AE       8.88              703              
  Dubai     AE       8.88              703              
  Dubai     AE       8.88              703              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.87              708              
  Dubai     AE       8.86              717              
  Dubai     AE       8.86              717              
  Dubai     AE       8.86              717              
  Dubai     AE       8.86              717              
  Dubai     AE       8.85              721              
  Dubai     AE       8.85              721              
  Dubai     AE       8.84              723              
  Dubai     AE       8.84              723              
  Dubai     AE       8.84              723              
  Dubai     AE       8.84              723              
  Dubai     AE       8.83              727              
  Dubai     AE       8.83              727              
  Dubai     AE       8.83              727              
  Dubai     AE       8.83              727              
  Dubai     AE       8.83              727              
  Dubai     AE       8.83              727              
  Dubai     AE       8.82              733              
  Dubai     AE       8.82              733              
  Dubai     AE       8.82              733              
  Dubai     AE       8.82              733              
  Dubai     AE       8.82              733              
  Dubai     AE       8.82              733              
  Dubai     AE       8.82              733              
  Dubai     AE       8.81              740              
  Dubai     AE       8.81              740              
  Dubai     AE       8.81              740              
  Dubai     AE       8.81              740              
  Dubai     AE       8.81              740              
  Dubai     AE       8.81              740              
  Dubai     AE       8.8               746              
  Dubai     AE       8.8               746              
  Dubai     AE       8.8               746              
  Dubai     AE       8.8               746              
  Dubai     AE       8.79              750              
  Dubai     AE       8.79              750              
  Dubai     AE       8.79              750              
  Dubai     AE       8.79              750              
  Dubai     AE       8.79              750              
  Dubai     AE       8.79              750              
  Dubai     AE       8.78              756              
  Dubai     AE       8.78              756              
  Dubai     AE       8.78              756              
  Dubai     AE       8.78              756              
  Dubai     AE       8.78              756              
  Dubai     AE       8.77              761              
  Dubai     AE       8.77              761              
  Dubai     AE       8.77              761              
  Dubai     AE       8.77              761              
  Dubai     AE       8.77              761              
  Dubai     AE       8.76              766              
  Dubai     AE       8.76              766              
  Dubai     AE       8.76              766              
  Dubai     AE       8.76              766              
  Dubai     AE       8.76              766              
  Dubai     AE       8.75              771              
  Dubai     AE       8.75              771              
  Dubai     AE       8.75              771              
  Dubai     AE       8.75              771              
  Dubai     AE       8.75              771              
  Dubai     AE       8.75              771              
  Dubai     AE       8.75              771              
  Dubai     AE       8.74              778              
  Dubai     AE       8.74              778              
  Dubai     AE       8.74              778              
  Dubai     AE       8.74              778              
  Dubai     AE       8.74              778              
  Dubai     AE       8.74              778              
  Dubai     AE       8.74              778              
  Dubai     AE       8.73              785              
  Dubai     AE       8.73              785              
  Dubai     AE       8.73              785              
  Dubai     AE       8.73              785              
